0	0
12	-46.0
27	-47.0
41	-59.0
50	-39.0
64	-59.0
74	-33.0
87	-24.0
97	-18.0
109	-30.0
118	-35.0
131	-40.0
141	-32.0
151	-34.0
162	-36.0
173	-45.0
184	-36.0
193	-37.0
204	-21.0
217	-47.0
230	-43.0
241	-14.0
253	-40.0
264	-37.0
273	-34.0
283	-41.0
295	-46.0
314	-54.0
327	-51.0
336	-27.0
343	-29.0
356	-43.0
366	-40.0
392	-85.0
410	-53.0
418	-30.0
431	34.0
442	-19.0
454	-28.0
465	-27.0
475	-30.0
485	-25.0
503	-29.0
515	-38.0
525	-42.0
537	-46.0
546	-29.0
556	-39.0
567	-37.0
576	-23.0
589	-45.0
598	-39.0
611	-46.0
629	-66.0
638	-42.0
657	-40.0
666	-30.0
679	-44.0
688	-25.0
704	-64.0
718	-45.0
727	-35.0
736	-26.0
749	-33.0
759	-33.0
774	0.0
784	-28.0
794	-42.0
803	-36.0
812	-28.0
824	-39.0
836	-30.0
847	-35.0
860	-44.0
870	-42.0
880	-30.0
894	-44.0
906	-49.0
914	-25.0
923	-17.0
939	-45.0
949	-39.0
960	-34.0
969	-36.0
977	-23.0
985	-33.0
995	-39.0
1004	-38.0
1013	-34.0
1022	-42.0
1030	-24.0
1037	-27.0
1049	-53.0
1061	-38.0
1071	-43.0
1078	-28.0
1087	-39.0
1095	-24.0
1106	-35.0
1120	-38.0
1129	-28.0
1144	-50.0
1154	-42.0
1164	-43.0
1175	-21.0
1187	-28.0
1198	-46.0
1212	-55.0
1220	-28.0
1227	-19.0
1240	-43.0
1252	-23.0
1275	-37.0
1286	-32.0
1298	-50.0
1311	-17.0
1326	-62.0
1339	-43.0
1347	-22.0
1355	-23.0
1364	-35.0
1379	-25.0
1392	-42.0
1405	-48.0
1420	-52.0
1433	-36.0
1441	-30.0
1449	-31.0
1462	-26.0
1471	-37.0
1479	-23.0
1490	-29.0
1498	-32.0
1510	-51.0
1519	-30.0
1529	-30.0
1538	-36.0
1546	-30.0
1562	-48.0
1571	-36.0
1579	-34.0
1592	-52.0
1602	-39.0
1612	-14.0
1628	11.0
1639	-41.0
1651	-42.0
1666	17.0
1674	-29.0
1690	-65.0
1702	-38.0
1712	-32.0
1721	-29.0
1730	-28.0
1741	-23.0
1748	-30.0
1761	-17.0
1769	-24.0
1776	-31.0
1787	-36.0
1796	-34.0
1810	-30.0
1822	-40.0
1832	-41.0
1847	-68.0
1858	-34.0
1872	-44.0
1880	-33.0
1890	-20.0
1898	-22.0
1907	-37.0
1917	-36.0
1926	-27.0
1940	-49.0
1952	-40.0
1965	-42.0
1978	-43.0
1987	-34.0
1997	-21.0
2009	-18.0
2017	-35.0
2034	-1.0
2044	-42.0
2051	-28.0
2062	-42.0
2070	-20.0
2079	-39.0
2090	-44.0
2103	-44.0
2112	-25.0
2120	-20.0
2128	-26.0
2138	-24.0
2148	-17.0
2159	-50.0
2167	-32.0
2177	-41.0
2186	-30.0
2197	-34.0
2206	-24.0
2215	-29.0
2222	-31.0
2232	-24.0
2248	-16.0
2260	15.0
2269	-27.0
2285	-56.0
2293	-34.0
2302	-32.0
2315	-46.0
2327	-49.0
2342	-53.0
2352	-32.0
2361	-25.0
2372	-34.0
2381	-39.0
2393	-40.0
2407	-30.0
2417	-31.0
2426	-32.0
2439	-49.0
2452	35.0
2463	-21.0
2475	-39.0
2484	-33.0
2497	-20.0
2506	-15.0
2513	-26.0
2522	-17.0
2534	-38.0
2541	-30.0
2554	-28.0
2564	-43.0
2574	-39.0
2583	-39.0
2600	-54.0
2615	-55.0
2628	-41.0
2637	-19.0
2646	-26.0
2654	-33.0
2666	-12.0
2678	-24.0
2691	-40.0
2700	-37.0
2709	-37.0
2722	26.0
2735	46.0
2746	-44.0
2754	-28.0
2767	-35.0
2775	-33.0
2786	-45.0
2795	-38.0
2806	-17.0
2816	-30.0
2825	-37.0
2834	-30.0
2843	-22.0
2852	-38.0
2860	-23.0
2869	-19.0
2879	-14.0
2893	-44.0
2903	-40.0
2910	-28.0
2924	-30.0
2931	-27.0
2942	-33.0
2951	-26.0
2963	-32.0
2974	-46.0
2996	-14.0
3005	-19.0
3015	-15.0
3030	18.0
3038	-14.0
3047	-36.0
3067	-47.0
3078	-42.0
3087	-17.0
3097	-44.0
3109	-22.0
3118	-33.0
3127	-36.0
3143	27.0
3150	-27.0
3158	-24.0
3168	-34.0
3178	-31.0
3193	-61.0
3204	-42.0
3217	-47.0
3228	-46.0
3241	-33.0
